Record No.,Date,Name of the student,UCID Number,Class,Mobile Number,Sanctioned Amount,Description of Scheme,Remark,clean_low,sentiment_label,month,year
1202,2023-08-12,Durga Pal,2306984356,CSE-AIML,9876516899,1786,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,8,2023
1203,2019-09-04,Ujjwala Dey,2600781830,CSE-DS,9876576355,1498,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,9,2019
1204,2021-11-18,Tulika Mangeshkar,2300423581,CSE-AIML,9876584072,1485,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,11,2021
1205,2018-06-04,Mayank Biswas,2537974730,EXTC,9876530490,1736,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,6,2018
1206,2022-06-19,Haushila Tagore,2985859123,COMPS,9876565645,1243,"Membership - IET, IEEE, CSI, ASM",Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,6,2022
1207,2020-10-20,Dheeraj Hazari,2098941290,COMPS,9876586626,473,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,10,2020
1208,2021-06-18,Shivangi Kushwaha,2148248042,CSE-DS,9876549176,871,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,6,2021
1209,2017-10-31,Bhawna Gupta,2126869502,COMPS,9876543779,148,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,10,2017
1210,2017-04-24,Moni Mumukshu,2203314394,CSE-AIML,9876562816,799,Conference - Seminar - Workshops - Exhibition - Technical Festival,Excellent performance in last semester.,excellent performance in last semester.,Positive,4,2017
1211,2019-10-06,Nayantara Singhaniya,2567990930,COMPS,9876521156,982,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,10,2019
1212,2022-10-12,Pradeep Maurya,2544423312,EXTC,9876527571,309,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,10,2022
1213,2018-12-11,Pratigya Ojha,2397395078,CSE-DS,9876539834,1269,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,12,2018
1214,2017-10-05,Pranjal Mangeshkar,2171220186,EXTC,9876553437,573,"Membership - IET, IEEE, CSI, ASM",Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,10,2017
1215,2017-05-20,Yashodhara Sood,2588533551,CSE-AIML,9876540054,500,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,5,2017
1216,2022-06-10,Mithilesh Ambedkar,2939246477,CSE-DS,9876522200,1982,Conference - Seminar - Workshops - Exhibition - Technical Festival,Excellent performance in last semester.,excellent performance in last semester.,Positive,6,2022
1217,2022-11-11,Smita Chaubey,2767514272,CSE-AIML,9876536201,1005,External Technical Training Programs,Excellent performance in last semester.,excellent performance in last semester.,Positive,11,2022
1218,2017-05-12,Vandana Sen,2017892172,CSE-DS,9876551328,1776,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,5,2017
1219,2023-01-11,Himanshi Mahto,2943480420,COMPS,9876528392,1111,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,1,2023
1220,2020-06-29,Nitya Das,2166826520,CSE-AIML,9876579757,1463,External Technical Training Programs,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,6,2020
1221,2020-08-08,Sonu Poddar,2617697922,COMPS,9876531413,1597,"Membership - IET, IEEE, CSI, ASM",Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,8,2020
1222,2023-06-07,Nandita Bansal,2637560593,EXTC,9876552667,1189,Conference - Seminar - Workshops - Exhibition - Technical Festival,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,6,2023
1223,2017-05-24,Rupali Chaurasiya,2048218392,COMPS,9876569919,1982,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,5,2017
1224,2020-03-20,Kamala Rai,2651129920,COMPS,9876599947,1968,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,3,2020
1225,2021-04-06,Raksha Mohanty,2349766719,CSE-DS,9876575103,1797,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,4,2021
1226,2020-06-20,Vilasrao Chandravanshi,2563469408,CSE-AIML,9876523971,1836,"Membership - IET, IEEE, CSI, ASM",Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,6,2020
1227,2019-10-11,Mrityunjay Som,2402518143,EXTC,9876552355,1230,External Technical Training Programs,Excellent performance in last semester.,excellent performance in last semester.,Positive,10,2019
1228,2023-01-16,Bheeshma Kohli,2086180176,EXTC,9876521550,1512,External Technical Training Programs,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,1,2023
1229,2022-10-25,Shashwat Kadam,2875517665,EXTC,9876582819,946,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,10,2022
1230,2020-09-30,Amber Tyagi,2254200912,COMPS,9876552303,1241,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,9,2020
1231,2017-04-20,Sachin Nishad,2151426854,COMPS,9876517706,1402,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,4,2017
1232,2019-01-26,Ahilya Holkar,2573491140,CSE-AIML,9876557264,1338,External Technical Training Programs,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,1,2019
1233,2017-06-06,Shashwat Khatri,2110166316,EXTC,9876520515,1718,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,6,2017
1234,2019-03-09,Shatakshi Gambhir,2369421936,CSE-DS,9876533765,1424,External Technical Training Programs,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,3,2019
1235,2023-02-01,Angad Gujjar,2185356272,COMPS,9876581118,297,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,2,2023
1236,2020-01-13,Samanata Roy,2205081194,CSE-DS,9876547621,1798,External Technical Training Programs,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,1,2020
1237,2022-08-13,Ambar Seth,2354364873,EXTC,9876582481,1555,External Technical Training Programs,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,8,2022
1238,2021-12-30,Suruchi Ganguly,2117234475,CSE-DS,9876529443,1586,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,12,2021
1239,2023-07-11,Harshini Supriyo,2215606359,CSE-DS,9876599328,136,External Technical Training Programs,Excellent performance in last semester.,excellent performance in last semester.,Positive,7,2023
1240,2021-11-25,Sarthak Ghosh,2048103106,COMPS,9876547754,156,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,11,2021
1241,2020-03-17,Kirti Kumar,2254103580,COMPS,9876542932,949,External Technical Training Programs,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,3,2020
1242,2023-06-17,Kaushiki Saha,2997137062,CSE-AIML,9876526688,1926,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,6,2023
1243,2021-09-25,Shanta Tendulkar,2208946897,CSE-AIML,9876583687,1837,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,9,2021
1244,2023-05-11,Atishay Khemka,2705096208,EXTC,9876577721,1583,"Membership - IET, IEEE, CSI, ASM",Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,5,2023
1245,2023-12-09,Unnati Puri,2824159851,CSE-DS,9876537357,585,"Membership - IET, IEEE, CSI, ASM",Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,12,2023
1246,2017-08-17,Vaidehi Javdekar,2934147478,CSE-AIML,9876556661,769,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,8,2017
1247,2017-11-11,Ajeet Thakur,2171210124,CSE-DS,9876583374,927,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,11,2017
1248,2022-09-24,Mithun Mathur,2493292832,CSE-DS,9876576282,363,External Technical Training Programs,Excellent performance in last semester.,excellent performance in last semester.,Positive,9,2022
1249,2021-06-09,Suryaprakash Khajuria,2649715035,CSE-DS,9876547762,1444,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,6,2021
1250,2020-01-07,Kumud Lakhotia,2972293614,EXTC,9876557971,1073,"Membership - IET, IEEE, CSI, ASM",Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,1,2020
1251,2019-04-18,Apurva Das,2004934467,CSE-AIML,9876589569,1980,External Technical Training Programs,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,4,2019
1252,2018-10-07,Shailesh Rajpurohit,2074290070,CSE-DS,9876547259,1728,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,10,2018
1253,2022-04-04,Yogita Kushwaha,2626185148,COMPS,9876513587,1966,Conference - Seminar - Workshops - Exhibition - Technical Festival,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,4,2022
